HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
D0709,Intraoral comp image capture,R,0
D0709,Intraoral comp image capture,R,0
D0709,Intraoral comp image capture,R,0
D0801,3d intraoral scan direct,R,0
D0801,3d intraoral scan direct,R,0
D0801,3d intraoral scan direct,R,0
D0802,3d dental scan indirect,R,0
D0802,3d dental scan indirect,R,0
D0802,3d dental scan indirect,R,0
D0803,3d facial scan direct,R,0
D0803,3d facial scan direct,R,0
D0803,3d facial scan direct,R,0
D0804,3d facial scan indirect,R,0
D0804,3d facial scan indirect,R,0
D0804,3d facial scan indirect,R,0
D0999,Unspecified diagnostic proce,R,0
D1110,Dental prophylaxis adult,R,0
D1120,Dental prophylaxis child,R,0
D1206,Topical fluoride varnish,R,0
D1208,Topical app fluorid ex vrnsh,R,0
D1301,Immunization counseling,R,0
D1310,Nutri counsel-control caries,R,0
D1320,Tobacco counseling,R,0
D1321,Couns for high risk sub use,R,0
D1330,Oral hygiene instructions,R,0
D1351,Dental sealant per tooth,R,0
D1352,"Prev resin rest, perm tooth",R,0
D1353,Sealant repair per tooth,R,0
D1354,Int caries med app per tooth,R,0
D1355,Caries med app per tooth,R,0
D1510,Space maintainer fxd unilat,R,0
D1516,"Fixed bilat space maint, max",R,0
D1517,"Fixed bilat space maint, man",R,0
D1520,Remove unilat space maintain,R,0
D1526,"Remove bilat space main, max",R,0
D1527,"Remove bilat space main, man",R,0
D1551,Recement space maint - max,R,0
D1552,Recement space maint - man,R,0
D1553,Recement unilat space maint,R,0
D1556,Rem fixed unilat space maint,R,0
D1557,Remove fixed bilat maint max,R,0
D1558,Remove fixed bilat man,R,0
D1575,"Dist space maint, fixed unil",R,0
D1701,Pfizer vacc admin 1st dose,I,0
D1702,Pfizer vacc admin 2nd dose,I,0
D1703,Moderna vacc admin 1st dose,I,0
D1704,Moderna vacc admin 2nd dose,I,0
D1705,Astrazeneca vacc adm 1st dos,I,0
D1706,Astrazeneca vacc adm 2nd dos,I,0
D1707,Janssen vaccine admin,I,0
D1708,Pfizer vacc admin 3rd dose,I,0
D1709,Pfizer vaccine admin booster,I,0
D1710,Moderna vacc admin 3rd dose,I,0
D1711,Moderna vacc admin booster,I,0
D1712,Janssen vacc admin booster,I,0
D1713,Pfizer vacc adm ped 1st dose,I,0
D1714,Pfizer vacc adm ped 2nd dose,I,0
D1781,Vac admin human pap dose 1,I,0
D1782,Vac admin human pap dose 2,I,0
D1783,Vac admin human pap dose 3,I,0
D1999,Unspecified preventive proc,R,0
D2140,Amalgam one surface permanen,R,0
D2150,Amalgam two surfaces permane,R,0
D2160,Amalgam three surfaces perma,R,0
D2161,Amalgam 4 or > surfaces perm,R,0
D2330,Resin one surface-anterior,R,0
D2331,Resin two surfaces-anterior,R,0
D2332,Resin three surfaces-anterio,R,0
D2335,Resin 4/> surf or w incis an,R,0
D2390,Ant resin-based cmpst crown,R,0
D2391,Post 1 srfc resinbased cmpst,R,0
D2392,Post 2 srfc resinbased cmpst,R,0
D2393,Post 3 srfc resinbased cmpst,R,0
D2394,Post >=4srfc resinbase cmpst,R,0
D2410,Dental gold foil one surface,R,0
D2420,Dental gold foil two surface,R,0
D2430,Dental gold foil three surfa,R,0
D2510,Dental inlay metalic 1 surf,R,0
D2520,Dental inlay metallic 2 surf,R,0
D2530,Dental inlay metl 3/more sur,R,0
D2542,Dental onlay metallic 2 surf,R,0
D2543,Dental onlay metallic 3 surf,R,0
D2544,Dental onlay metl 4/more sur,R,0
D2610,Inlay porcelain/ceramic 1 su,R,0
D2620,Inlay porcelain/ceramic 2 su,R,0
D2630,Dental onlay porc 3/more sur,R,0
D2642,Dental onlay porcelin 2 surf,R,0
D2643,Dental onlay porcelin 3 surf,R,0
D2644,Dental onlay porc 4/more sur,R,0
D2650,Inlay composite/resin one su,R,0
D2651,Inlay composite/resin two su,R,0
D2652,Dental inlay resin 3/mre sur,R,0
D2662,Dental onlay resin 2 surface,R,0
D2663,Dental onlay resin 3 surface,R,0
D2664,Dental onlay resin 4/mre sur,R,0
D2710,Crown resin-based indirect,R,0
D2712,Crown 3/4 resin-based compos,R,0
D2720,Crown resin w/ high noble me,R,0
D2721,Crown resin w/ base metal,R,0
D2722,Crown resin w/ noble metal,R,0
D2740,Crown porcelain/ceramic,R,0
D2750,Crown porcelain w/ h noble m,R,0
D2751,Crown porcelain fused base m,R,0
D2752,Crown porcelain w/ noble met,R,0
D2753,Crown porc fused to titanium,R,0
D2780,Crown 3/4 cast hi noble met,R,0
D2781,Crown 3/4 cast base metal,R,0
D2782,Crown 3/4 cast noble metal,R,0
D2783,Crown 3/4 porcelain/ceramic,R,0
D2790,Crown full cast high noble m,R,0
D2791,Crown full cast base metal,R,0
D2792,Crown full cast noble metal,R,0
D2794,Crown-titanium,R,0
D2799,Interim crown,R,0
D2910,Recement inlay onlay or part,R,0
D2915,Recement cast or prefab post,R,0
D2920,Re-cement or re-bond crown,R,0
D2921,Reattach tooth fragment,R,0
D2928,Prefab porc/cer crown perm,R,0
D2929,Prefab porc/ceram crown pri,R,0
D2930,Prefab stnlss steel crwn pri,R,0
D2931,Prefab stnlss steel crown pe,R,0
D2932,Prefabricated resin crown,R,0
D2933,Prefab stainless steel crown,R,0
D2934,Prefab steel crown primary,R,0
D2940,Place direct restoration,R,0
D2949,Restorative foundation,R,0
D2950,Core build-up incl any pins,R,0
D2951,Tooth pin retention,R,0
D2952,Post and core cast + crown,R,0
D2953,Each addtnl cast post,R,0
D2954,Prefab post/core + crown,R,0
D2955,Post removal,R,0
D2956,Indirect rest remov,R,0
D2957,Each addtnl prefab post,R,0
D2960,Labial veneer resin direct,R,0
D2961,Labial veneer resin indirect,R,0
D2962,Labial veneer porc indirect,R,0
D2971,Add proc construct new crown,R,0
D2975,Coping,R,0
D2976,Band stabilization per tooth,R,0
D2980,Crown repair,R,0
D2981,Inlay repair,R,0
D2982,Onlay repair,R,0
D2983,Veneer repair,R,0
D2989,Excavate tooth non-restorabl,R,0
D2990,Resin infiltration of lesion,R,0
D2991,App of hydroxyapatite,R,0
D2999,Dental unspec restorative pr,R,0
D3110,Pulp cap direct,R,0
D3120,Pulp cap indirect,R,0
D3220,Therapeutic pulpotomy,R,0
D3221,Gross pulpal debridement,R,0
D3222,Part pulp for apexogenesis,R,0
D3230,Pulpal therapy anterior prim,R,0
D3240,Pulpal therapy posterior pri,R,0
D3310,"End thxpy, anterior tooth",R,0
D3320,"End thxpy, premolar tooth",R,0
D3330,"End thxpy, molar tooth",R,0
D3331,Non-surg tx root canal obs,R,0
D3332,Incomplete endodontic tx,R,0
D3333,Internal root repair,R,0
D3346,Retreat root canal anterior,R,0
D3347,Retreat root canal premolar,R,0
D3348,Retreat root canal molar,R,0
D3351,Apexification/recalc initial,R,0
D3352,Apexification/recalc interim,R,0
D3353,Apexification/recalc final,R,0
D3355,Pulpal regeneration initial,R,0
D3356,Pulpal regeneration interim,R,0
D3357,Pulpal regeneration complete,R,0
D3410,Apicoectomy - anterior,R,0
D3421,Root surgery premolar,R,0
D3425,Root surgery molar,R,0
D3426,Root surgery ea add root,R,0
D3428,Bone graft peri per tooth,R,0
D3429,Bone graft peri each addl,R,0
D3430,Retrograde filling,R,0
D3431,Biological materials,R,0
D3432,Guided tissue regeneration,R,0
D3450,Root amputation,R,0
D3460,Endodontic endosseous implan,R,0
D3470,Intentional replantation,R,0
D3471,Surg rep root res anterior,R,0
D3472,Surg rep root res premolar,R,0
D3473,Surg rep root res molar,R,0
D3501,Surg exp root surf anterior,R,0
D3502,Surg exp root surf premolar,R,0
D3503,Surg exp root surf molar,R,0
D3910,Isolation- tooth w rubb dam,R,0
D3911,Intraorifice barrier,R,0
D3920,Tooth splitting,R,0
D3921,Decor or submerg erupt tooth,R,0
D3950,Canal prep/fitting of dowel,R,0
D3999,Endodontic procedure,R,0
D4210,Gingivectomy/plasty 4 or mor,R,0
D4211,Gingivectomy/plasty 1 to 3,R,0
D4212,Gingivectomy/plasty rest,R,0
D4230,Ana crown exp 4 or> per quad,R,0
D4231,Ana crown exp 1-3 per quad,R,0
D4240,Gingival flap proc w/ planin,R,0
D4241,Gngvl flap w rootplan 1-3 th,R,0
D4245,Apically positioned flap,R,0
D4249,Crown lengthen hard tissue,R,0
D4260,Osseous surgery 4 or more,R,0
D4261,Osseous surg 1 to 3 teeth,R,0
D4263,Bone replce graft first site,R,0
D4264,Bone replce graft each add,R,0
D4265,Bio mtrls to aid soft/os reg,R,0
D4266,Guided tiss regen resorble,R,0
D4267,Guided tiss regen nonresorb,R,0
D4268,Surgical revision procedure,R,0
D4270,Pedicle soft tissue graft pr,R,0
D4273,Auto tissue graft 1st tooth,R,0
D4274,Mesial/distal wedge proc,R,0
D4275,Non-auto graft 1st tooth,R,0
D4276,Con tissue w pedicle graft,R,0
D4277,Soft tissue graft firsttooth,R,0
D4278,Soft tissue graft addl tooth,R,0
D4283,Auto tissue graft addl tooth,R,0
D4285,Non-auto graft addl tooth,R,0
D4286,Remove non-resorb barrier,R,0
D4322,Splint intra-coronal,R,0
D4323,Splint extra-coronal,R,0
D4341,Periodontal scaling & root,R,0
D4342,Periodontal scaling 1-3teeth,R,0
D4346,Scaling gingiv inflammation,R,0
D4355,Full mouth debridement,R,0
D4381,Localized delivery antimicro,R,0
D4910,Periodontal maint procedures,R,0
D4920,Unscheduled dressing change,R,0
D4921,Gingival irrigation per quad,R,0
D4999,Unspecified periodontal proc,R,0
D5110,Dentures complete maxillary,R,0
D5120,Dentures complete mandible,R,0
D5130,Dentures immediat maxillary,R,0
D5140,Dentures immediat mandible,R,0
D5211,Dentures maxill part resin,R,0
D5212,Dentures mand part resin,R,0
D5213,Dentures maxill part metal,R,0
D5214,Dentures mandibl part metal,R,0
D5221,Immed max part denture resin,R,0
D5222,Immed man part denture resin,R,0
D5223,Immed max part dent metal,R,0
D5224,Immed mand part dent metal,R,0
D5225,Maxillary part denture flex,R,0
D5226,Mandibular part denture flex,R,0
D5227,Immed max part denture,R,0
D5228,Immed mand part denture,R,0
D5282,"Remove unil part denture,max",R,0
D5283,"Remove unil part denture,man",R,0
D5284,Rem unilat dent flex base,R,0
D5286,Rem unilat dent 1 pc resin,R,0
D5410,Dentures adjust cmplt maxil,R,0
D5411,Dentures adjust cmplt mand,R,0
D5421,Dentures adjust part maxill,R,0
D5422,Dentures adjust part mandbl,R,0
D5511,Rep broke comp dent base man,R,0
D5512,Rep broke comp dent base max,R,0
D5520,Replace denture teeth complt,R,0
D5611,Rep resin part dent base man,R,0
D5612,Rep resin part dent base max,R,0
D5621,Rep cast part frame man,R,0
D5622,Rep cast part frame max,R,0
D5630,Rep partial denture clasp,R,0
D5640,Replace part denture teeth,R,0
D5650,Add tooth to partial denture,R,0
D5660,Add clasp to partial denture,R,0
D5670,Replc tth&acrlc on mtl frmwk,R,0
D5671,Replc tth&acrlc mandibular,R,0
D5710,Dentures rebase cmplt maxil,R,0
D5711,Dentures rebase cmplt mand,R,0
D5720,Dentures rebase part maxill,R,0
D5721,Dentures rebase part mandbl,R,0
D5725,Rebase hybrid prosthesis,R,0
D5730,Denture reln cmplt max dir,R,0
D5731,Denture reln cmplt mand dir,R,0
D5740,Denture reln part max dir,R,0
D5741,Denture reln part mand dir,R,0
D5750,Denture reln cmplt max indir,R,0
D5751,Denture reln cmplt mand ind,R,0
D5760,Denture reln part max indir,R,0
D5761,Denture reln part mand indir,R,0
D5765,Liner compl/partial rem dent,R,0
D5810,Denture interm cmplt maxill,R,0
D5811,Denture interm cmplt mandbl,R,0
D5820,Denture interm part maxill,R,0
D5821,Denture interm part mandbl,R,0
D5850,Denture tiss conditn maxill,R,0
D5851,Denture tiss condtin mandbl,R,0
D5862,Precision attachment,R,0
D5863,Overdenture complete max,R,0
D5864,Overdenture partial max,R,0
D5865,Overdenture complete mandib,R,0
D5866,Overdenture partial mandib,R,0
D5867,Replacement of precision att,R,0
D5875,Prosthesis modification,R,0
D5876,Add metal sub to acrylc dent,R,0
D5899,Removable prosthodontic proc,R,0
D5911,Facial moulage sectional,R,0
D5912,Facial moulage complete,R,0
D5913,Nasal prosthesis,R,0
D5914,Auricular prosthesis,R,0
D5915,Orbital prosthesis,R,0
D5916,Ocular prosthesis,R,0
D5919,Facial prosthesis,R,0
D5922,Nasal septal prosthesis,R,0
D5923,Ocular prosthesis interim,R,0
D5924,Cranial prosthesis,R,0
D5925,Facial augmentation implant,R,0
D5926,Replacement nasal prosthesis,R,0
D5927,Auricular replacement,R,0
D5928,Orbital replacement,R,0
D5929,Facial replacement,R,0
D5931,Surgical obturator,R,0
D5932,Postsurgical obturator,R,0
D5933,Refitting of obturator,R,0
D5934,Mandibular flange prosthesis,R,0
D5935,Mandibular denture prosth,R,0
D5936,Temp obturator prosthesis,R,0
D5937,Trismus appliance,R,0
D5951,Feeding aid,R,0
D5952,Pediatric speech aid,R,0
D5953,Adult speech aid,R,0
D5954,Superimposed prosthesis,R,0
D5955,Palatal lift prosthesis,R,0
D5958,Intraoral con def inter plt,R,0
D5959,Intraoral con def mod palat,R,0
D5960,Modify speech aid prosthesis,R,0
D5982,Surgical stent,R,0
D5983,Radiation applicator,R,0
D5984,Radiation shield,R,0
D5985,Radiation cone locator,R,0
D5986,Fluoride applicator,R,0
D5987,Commissure splint,R,0
D5988,Surgical splint,R,0
D5991,Vesiculobullous disease carr,R,0
D5992,Adjust max prost appliance,R,0
D5993,Main/clean max prosthesis,R,0
D5995,"Peri medicament w/seal, max",R,0
D5996,"Peri medicament w/seal, mand",R,0
D5999,Maxillofacial prosthesis,R,0
D6010,Odontics endosteal implant,R,0
D6011,Second stage implant surgery,R,0
D6012,Endosteal implant,R,0
D6013,Surgical place mini implant,R,0
D6040,Odontics eposteal implant,R,0
D6050,Odontics transosteal implnt,R,0
D6051,Interim implant abutment,R,0
D6055,Implant connecting bar,R,0
D6056,Prefabricated abutment,R,0
D6057,Custom abutment,R,0
D6058,Abutment supported crown,R,0
D6059,Abutment supported mtl crown,R,0
D6060,Abutment supported mtl crown,R,0
D6061,Abutment supported mtl crown,R,0
D6062,Abutment supported mtl crown,R,0
D6063,Abutment supported mtl crown,R,0
D6064,Abutment supported mtl crown,R,0
D6065,Implant supported crown,R,0
D6066,Implant supported mtl crown,R,0
D6067,Implant supported mtl crown,R,0
D6068,Abutment supported retainer,R,0
D6069,Abutment supported retainer,R,0
D6070,Abutment supported retainer,R,0
D6071,Abutment supported retainer,R,0
D6072,Abutment supported retainer,R,0
D6073,Abutment supported retainer,R,0
D6074,Abutment supported retainer,R,0
D6075,Implant supported retainer,R,0
D6076,Implant supported retainer,R,0
D6077,Implant supported retainer,R,0
D6080,Implant maintenance,R,0
D6081,"Scale & debride, single imp",R,0
D6082,Imp crown porc to base alloy,R,0
D6083,Imp crown porc to noble allo,R,0
D6084,Imp crown porc to titanium,R,0
D6085,Interim implant crown,R,0
D6086,Imp crown base alloys,R,0
D6087,Implant crown noble alloys,R,0
D6088,Imp crown titanium alloys,R,0
D6089,Access/retorq implant screw,R,0
D6090,Repair implant,R,0
D6091,Repl semi/precision attach,R,0
D6092,Recement supp crown,R,0
D6093,Recement supp part denture,R,0
D6094,Abut support crown titanium,R,0
D6096,Remove broken imp ret screw,R,0
D6097,Abut crown porc to titanium,R,0
D6098,Imp retain porc to base allo,R,0
D6099,Imp retainer for fpd,R,0
D6100,Surg removal of implant body,R,0
D6101,Debridement of a periimplant,R,0
D6102,Debridement & contouring,R,0
D6103,Bone graft repair perimplant,R,0
D6104,Bone graft time of implant,R,0
D6105,Remove implant body,R,0
D6106,Tissue regen resorbable,R,0
D6107,Tissue regen non-resorbable,R,0
D6110,Implnt/abut remov dent max,R,0
D6111,Implnt/abut remov dent mand,R,0
D6112,Imp/abut rem dent part max,R,0
D6113,Imp/abut rem dent part mand,R,0
D6114,Implnt/abut fixed dent max,R,0
D6115,Implnt/abut fixed dent mand,R,0
D6116,Imp/abut fixed dent part max,R,0
D6117,Imp/abut fixed dent part man,R,0
D6118,Imp/abut int fixed dent man,R,0
D6119,Int/abut int fixed dent max,R,0
D6120,Imp retain porc to titanium,R,0
D6121,Retain metal fpd base alloys,R,0
D6122,Retain metal fpd noble alloy,R,0
D6123,Retain metal fpd titanium,R,0
D6180,Implnt maint proced,R,0
D6190,Radio/surgical implant index,R,0
D6191,Semi precision abutment,R,0
D6192,Semi precision attachment,R,0
D6193,Replace implnt screw,R,0
D6194,Abut support retainer titani,R,0
D6195,Abut retain porc to titanium,R,0
D6197,Replace material prosthesis,R,0
D6198,Remove interim implant,R,0
D6199,Implant procedure,R,0
D6205,Pontic-indirect resin based,R,0
D6210,Prosthodont high noble metal,R,0
D6211,Bridge base metal cast,R,0
D6212,Bridge noble metal cast,R,0
D6214,Pontic titanium,R,0
D6240,Bridge porcelain high noble,R,0
D6241,Bridge porcelain base metal,R,0
D6242,Bridge porcelain nobel metal,R,0
D6243,Pontic porcelain to titanium,R,0
D6245,Bridge porcelain/ceramic,R,0
D6250,Bridge resin w/high noble,R,0
D6251,Bridge resin base metal,R,0
D6252,Bridge resin w/noble metal,R,0
D6253,Interim pontic,R,0
D6545,Dental retainr cast metl,R,0
D6548,Porcelain/ceramic retainer,R,0
D6549,Resin retainer,R,0
D6600,Porcelain/ceramic inlay 2srf,R,0
D6601,Porc/ceram inlay >= 3 surfac,R,0
D6602,Cst hgh nble mtl inlay 2 srf,R,0
D6603,Cst hgh nble mtl inlay >=3sr,R,0
D6604,Cst bse mtl inlay 2 surfaces,R,0
D6605,Cst bse mtl inlay >= 3 surfa,R,0
D6606,Cast noble metal inlay 2 sur,R,0
D6607,Cst noble mtl inlay >=3 surf,R,0
D6608,Onlay porc/crmc 2 surfaces,R,0
D6609,Onlay porc/crmc >=3 surfaces,R,0
D6610,Onlay cst hgh nbl mtl 2 srfc,R,0
D6611,Onlay cst hgh nbl mtl >=3srf,R,0
D6612,Onlay cst base mtl 2 surface,R,0
D6613,Onlay cst base mtl >=3 surfa,R,0
D6614,Onlay cst nbl mtl 2 surfaces,R,0
D6615,Onlay cst nbl mtl >=3 surfac,R,0
D6624,Inlay titanium,R,0
D6634,Onlay titanium,R,0
D6710,Crown-indirect resin based,R,0
D6720,Retain crown resin w hi nble,R,0
D6721,Crown resin w/base metal,R,0
D6722,Crown resin w/noble metal,R,0
D6740,Crown porcelain/ceramic,R,0
D6750,Crown porcelain high noble,R,0
D6751,Crown porcelain base metal,R,0
D6752,Crown porcelain noble metal,R,0
D6753,Retain crown porc to titaniu,R,0
D6780,Crown 3/4 high noble metal,R,0
D6781,Crown 3/4 cast based metal,R,0
D6782,Crown 3/4 cast noble metal,R,0
D6783,Crown 3/4 porcelain/ceramic,R,0
D6784,Retainer crown 3/4 titanium,R,0
D6790,Crown full high noble metal,R,0
D6791,Crown full base metal cast,R,0
D6792,Crown full noble metal cast,R,0
D6793,Interim retainer crown,R,0
D6794,Crown titanium,R,0
D6920,Dental connector bar,R,0
D6930,Recement/bond part denture,R,0
D6940,Stress breaker,R,0
D6950,Precision attachment,R,0
D6980,Fixed partial repair,R,0
D6985,Pediatric partial denture fx,R,0
D6999,Fixed prosthodontic proc,R,0
D7111,Extraction coronal remnants,R,0
D7140,Extraction erupted tooth/exr,R,0
D7210,Rem imp tooth w mucoper flp,R,0
D7220,Impact tooth remov soft tiss,R,0
D7230,Impact tooth remov part bony,R,0
D7240,Impact tooth remov comp bony,R,0
D7241,Impact tooth rem bony w/comp,R,0
D7250,Tooth root removal,R,0
D7251,Coronectomy,R,0
D7252,Part extract for implant,R,0
D7259,Nerve dissection,R,0
D7260,Oral antral fistula closure,R,0
D7261,Primary closure sinus perf,R,0
D7270,Tooth reimplantation,R,0
D7272,Tooth transplantation,R,0
D7280,Exposure of unerupted tooth,R,0
D7282,Mobilize erupted/malpos toot,R,0
D7283,Place device impacted tooth,R,0
D7284,Exc biopsy of saliv glands,R,0
D7285,Biopsy of oral tissue hard,R,0
D7286,Biopsy of oral tissue soft,R,0
D7287,Exfoliative cytolog collect,R,0
D7288,Brush biopsy,R,0
D7290,Repositioning of teeth,R,0
D7291,Transseptal fiberotomy,R,0
D7292,Screw retained plate,R,0
D7293,Temp anchorage dev w flap,R,0
D7294,Temp anchorage dev w/o flap,R,0
D7295,"Bone harvest,auto graft proc",R,0
D7296,"Corticotomy, 1-3 teeth",R,0
D7297,"Corticotomy, 4 or more teeth",R,0
D7298,Remove screw retained plate,R,0
D7299,Rem anchorage device w/flap,R,0
D7300,Rem anchorage dev w/o flap,R,0
D7310,Alveoplasty w/ extraction,R,0
D7311,Alveoloplasty w/extract 1-3,R,0
D7320,Alveoplasty w/o extraction,R,0
D7321,Alveoloplasty not w/extracts,R,0
D7340,Vestibuloplasty ridge extens,R,0
D7350,Vestibuloplasty exten graft,R,0
D7410,Rad exc lesion up to 1.25 cm,R,0
D7411,Excision benign lesion>1.25c,R,0
D7412,Excision benign lesion compl,R,0
D7413,Excision malig lesion<=1.25c,R,0
D7414,Excision malig lesion>1.25cm,R,0
D7415,Excision malig les complicat,R,0
D7440,Malig tumor exc to 1.25 cm,R,0
D7441,Malig tumor > 1.25 cm,R,0
D7450,Rem odontogen cyst to 1.25cm,R,0
D7451,Rem odontogen cyst > 1.25 cm,R,0
D7460,Rem nonodonto cyst to 1.25cm,R,0
D7461,Rem nonodonto cyst > 1.25 cm,R,0
D7465,Lesion destruction,R,0
D7471,Rem exostosis any site,R,0
D7472,Removal of torus palatinus,R,0
D7473,Remove torus mandibularis,R,0
D7485,Surg reduct osseoustuberosit,R,0
D7490,Maxilla or mandible resectio,R,0
D7509,Marsupialization odon cyst,R,0
D7510,I&d absc intraoral soft tiss,R,0
D7511,Incision/drain abscess intra,R,0
D7520,I&d abscess extraoral,R,0
D7521,Incision/drain abscess extra,R,0
D7530,Removal fb skin/areolar tiss,R,0
D7540,Removal of fb reaction,R,0
D7550,Removal of sloughed off bone,R,0
D7560,Maxillary sinusotomy,R,0
D7610,Maxilla open reduct simple,R,0
D7620,Clsd reduct simpl maxilla fx,R,0
D7630,Open red simpl mandible fx,R,0
D7640,Clsd red simpl mandible fx,R,0
D7650,Open red simp malar/zygom fx,R,0
D7660,Clsd red simp malar/zygom fx,R,0
D7670,Closd rductn splint alveolus,R,0
D7671,Alveolus open reduction,R,0
D7680,Reduct simple facial bone fx,R,0
D7710,Maxilla open reduct compound,R,0
D7720,Clsd reduct compd maxilla fx,R,0
D7730,Open reduct compd mandble fx,R,0
D7740,Clsd reduct compd mandble fx,R,0
D7750,Open red comp malar/zygma fx,R,0
D7760,Clsd red comp malar/zygma fx,R,0
D7770,Open reduc compd alveolus fx,R,0
D7771,Alveolus clsd reduc stblz te,R,0
D7780,Reduct compnd facial bone fx,R,0
D7810,Tmj open reduct-dislocation,R,0
D7820,Closed tmp manipulation,R,0
D7830,Tmj manipulation under anest,R,0
D7840,Removal of tmj condyle,R,0
D7850,Tmj meniscectomy,R,0
D7852,Tmj repair of joint disc,R,0
D7854,Tmj excisn of joint membrane,R,0
D7856,Tmj cutting of a muscle,R,0
D7858,Tmj reconstruction,R,0
D7860,Tmj cutting into joint,R,0
D7865,Tmj reshaping components,R,0
D7870,Tmj aspiration joint fluid,R,0
D7871,Lysis + lavage w catheters,R,0
D7872,Tmj diagnostic arthroscopy,R,0
D7873,Tmj arthroscopy lysis adhesn,R,0
D7874,Tmj arthroscopy disc reposit,R,0
D7875,Tmj arthroscopy synovectomy,R,0
D7876,Tmj arthroscopy discectomy,R,0
D7877,Tmj arthroscopy debridement,R,0
D7880,Occlusal orthotic appliance,R,0
D7881,Occ orthotic device adjust,R,0
D7899,Tmj unspecified therapy,R,0
D7910,Dent sutur recent wnd to 5cm,R,0
D7911,Dental suture wound to 5 cm,R,0
D7912,Suture complicate wnd > 5 cm,R,0
D7920,Dental skin graft,R,0
D7921,Collect & appl blood product,R,0
D7922,Place intra-socket bio dress,R,0
D7939,Indexing for osteotomy,R,0
D7940,Reshaping bone orthognathic,R,0
D7941,Bone cutting ramus closed,R,0
D7943,Cutting ramus open w/graft,R,0
D7944,Bone cutting segmented,R,0
D7945,Bone cutting body mandible,R,0
D7946,Reconstruction maxilla total,R,0
D7947,Reconstruct maxilla segment,R,0
D7948,Reconstruct midface no graft,R,0
D7949,Reconstruct midface w/graft,R,0
D7950,Mandible graft,R,0
D7951,Sinus aug w bone or bone sub,R,0
D7952,Sinus augmentation vertical,R,0
D7953,Bone replacement graft,R,0
D7955,Repair maxillofacial defects,R,0
D7956,Tiss regen edent resorb,R,0
D7957,Tiss regen edent nonresorb,R,0
D7961,Buccal/labial frenectomy,R,0
D7962,Lingual frenectomy,R,0
D7963,Frenuloplasty,R,0
D7970,Excision hyperplastic tissue,R,0
D7971,Excision pericoronal gingiva,R,0
D7972,Surg redct fibrous tuberosit,R,0
D7979,Non-surgical sialolithotomy,R,0
D7980,Surgical sialolithotomy,R,0
D7981,Excision of salivary gland,R,0
D7982,Sialodochoplasty,R,0
D7983,Closure of salivary fistula,R,0
D7990,Emergency tracheotomy,R,0
D7991,Dental coronoidectomy,R,0
D7993,Surg place craniofacial impl,R,0
D7994,Surg place zygomatic impl,R,0
D7995,Synthetic graft facial bones,R,0
D7996,Implant mandible for augment,R,0
D7997,Appliance removal,R,0
D7998,Intraoral place of fix dev,R,0
D7999,Oral surgery procedure,R,0
D8010,Limited dental tx primary,R,0
D8020,Limited dental tx transition,R,0
D8030,Limited dental tx adolescent,R,0
D8040,Limited dental tx adult,R,0
D8070,Compre dental tx transition,R,0
D8080,Compre dental tx adolescent,R,0
D8090,Compre dental tx adult,R,0
D8091,Compre ortho treat w surg,R,0
D8210,Orthodontic rem appliance tx,R,0
D8220,Fixed appliance therapy habt,R,0
D8660,Preorthodontic tx visit,R,0
D8670,Periodic orthodontc tx visit,R,0
D8671,Periodic orth treat w surg,R,0
D8680,Orthodontic retention,R,0
D8681,Removable retainer adjust,R,0
D8695,Remove fixed ortho appliance,R,0
D8696,Rep of ortho appliance max,R,0
D8697,Rep of ortho appliance man,R,0
D8698,Recement fixed retainer max,R,0
D8699,Recement fixed retainer man,R,0
D8701,Repair fixed retainer max,R,0
D8702,Repair of fixed retainer man,R,0
D8703,Replace broken retainer max,R,0
D8704,Replace broken retainer man,R,0
D8999,Orthodontic procedure,R,0
D9110,Palliative tx dental pain,R,0
D9120,Fix partial denture section,R,0
D9130,Temporomandibular joint dysf,R,0
D9210,Dent anesthesia w/o surgery,R,0
D9211,Regional block anesthesia,R,0
D9212,Trigeminal block anesthesia,R,0
D9215,Local anesthesia,R,0
D9219,Eval mod/deep sed/gen anest,R,0
D9222,"Deep anest, 1st 15 min",R,0
D9223,General anesth ea addl 15 mi,R,0
D9230,Analgesia,R,0
D9239,"Iv mod sedation, 1st 15 min",R,0
D9243,Iv sedation ea addl 15m,R,0
D9248,Sedation (non-iv),R,0
D9310,Dental consultation,R,0
D9311,Consult w/med hlth care prof,R,0
D9410,Dental house call,R,0
D9420,Hospital/asc call,R,0
D9430,Office visit during hours,R,0
D9440,Office visit after hours,R,0
D9450,Case presentation tx plan,R,0
D9610,Dent therapeutic drug inject,R,0
D9612,Thera par drugs 2 or > admin,R,0
D9613,Infiltration thera drug,R,0
D9630,Drugs/meds disp for home use,R,0
D9910,Dent appl desensitizing med,R,0
D9911,Appl desensitizing resin,R,0
D9912,Pre-visit patient screening,R,0
D9913,Admin of neuromod,R,0
D9914,Admin of dermal fill,R,0
D9920,Behavior management,R,0
D9930,Treatment of complications,R,0
D9932,Clean & inspect rem dent max,R,0
D9933,Clean & inspect rem dent man,R,0
D9934,Clean rem part denture max,R,0
D9935,Clean rem part denture mand,R,0
D9938,Fab removable appliance,R,0
D9939,Placemnt removable appliance,R,0
D9941,Fabrication athletic guard,R,0
